#IMAGE
2 LARGE_TARGETS
779831366 899.986 377.642 899.986 377.642 3.03 2.61
779831383 898.924 376.397 898.924 376.397 3.03 2.6
779831400 898.405 376.514 898.405 376.514 3.03 2.59
28-different12 1
779832367 642.259 399.323 642.259 399.323 3.07 2.64
779832383 641.636 396.04 641.636 396.04 3.07 2.64
779832400 640.875 395.34 640.875 395.34 3.08 2.65
779832433 639.554 389.693 639.554 389.693 3.09 2.66
779832467 639.431 383.873 639.431 383.873 3.1 2.66
779832483 639.487 382.434 639.487 382.434 3.11 2.67
779832517 639.362 376.519 639.362 376.519 3.12 2.67
779832533 639.246 373.876 639.246 373.876 3.13 2.68
779832550 639.612 369.558 639.612 369.558 3.14 2.68
779832567 540.928 369.344 540.928 369.344 3.16 2.69
779832583 481.125 369.555 481.125 369.555 3.17 2.7
779832600 486.12 368.076 486.12 368.076 3.17 2.69
779832617 484.59 367.772 484.59 367.772 3.16 2.69
779832633 486.421 366.999 486.421 366.999 3.16 2.67
779832650 488.629 367.725 488.629 367.725 3.16 2.66
779832683 487.6 372.017 487.6 372.017 3.17 2.66
779832700 488.753 372.249 488.753 372.249 3.18 2.65
779832717 488.561 374.983 488.561 374.983 3.18 2.65
779832734 489.588 375.344 489.588 375.344 3.18 2.63
779832783 488.606 377.14 488.606 377.14 3.18 2.63
779832800 488.617 378.389 488.617 378.389 3.18 2.63
779832817 489.666 380.115 489.666 380.115 3.19 2.63
779832834 490.192 381.07 490.192 381.07 3.19 2.63
779832850 489.877 383.211 489.877 383.211 3.2 2.63
779832867 488.908 383.611 488.908 383.611 3.19 2.63
779832884 484.906 383.524 484.906 383.524 3.2 2.63
779832900 483.345 372.361 483.345 372.361 3.19 2.64
779832917 479.923 364.68 479.923 364.68 3.2 2.65
779832934 478.125 365.148 478.125 365.148 3.2 2.67
779832950 476.759 355.811 476.759 355.811 3.2 2.67
779832984 472.871 350.168 472.871 350.168 3.21 2.69
779833034 471.308 345.618 471.308 345.618 3.21 2.69
779833067 469.813 346.575 469.813 346.575 3.22 2.69
779833084 469.429 346.208 469.429 346.208 3.23 2.7
779833100 467.749 345.005 467.749 345.005 3.23 2.7
779833134 460.2 344.374 460.2 344.374 3.24 2.69
779833150 455.659 342.338 455.659 342.338 3.24 2.69
779833167 448.487 342.501 448.487 342.501 3.24 2.7
779833184 445.411 343.01 445.411 343.01 3.25 2.71
779833200 438.932 341.327 438.932 341.327 3.24 2.72
779833234 433.053 341.384 433.053 341.384 3.25 2.71
779833250 443.314 341.679 443.314 341.679 3.25 2.71
779833267 678.067 331.445 678.067 331.445 3.26 2.72
779833284 858.347 231.817 858.347 231.817 3.26 2.73
779833317 896.246 212.371 896.246 212.371 3.25 2.75
779833334 898.403 206.039 898.403 206.039 3.25 2.77
779833350 900.495 202.071 900.495 202.071 3.25 2.79
779833367 901.294 199.302 901.294 199.302 3.26 2.8
779833384 898.81 201.867 898.81 201.867 3.26 2.8
779833401 898.509 203.979 898.509 203.979 3.26 2.8
779833434 897.305 205.118 897.305 205.118 3.26 2.81
779833450 898.802 204.618 898.802 204.618 3.27 2.81
779833467 896.824 205.788 896.824 205.788 3.27 2.81
779833484 896.701 204.771 896.701 204.771 3.28 2.81
779833501 897.177 201.875 897.177 201.875 3.28 2.8
779833534 894.977 202.126 894.977 202.126 3.28 2.79
779833567 893.595 201.72 893.595 201.72 3.27 2.79
779833584 891.097 203.878 891.097 203.878 3.27 2.79
779833601 889.277 205.066 889.277 205.066 3.26 2.8
779833617 889.216 205.045 889.216 205.045 3.26 2.8
779833634 888.136 203.795 888.136 203.795 3.26 2.81
779833651 887.044 200.662 887.044 200.662 3.26 2.82
779833667 886.124 197.72 886.124 197.72 3.26 2.82
779833684 885.57 197.711 885.57 197.711 3.27 2.81
779833701 884.542 196.897 884.542 196.897 3.27 2.82
779833717 883.428 195.957 883.428 195.957 3.27 2.81
779833734 872.694 198.247 872.694 198.247 3.27 2.8
779833751 660.988 209.23 660.988 209.23 3.26 2.8
779833767 511.281 245.689 511.281 245.689 3.26 2.79
779833784 491.673 287.583 491.673 287.583 3.27 2.77
779833801 486.641 291.45 486.641 291.45 3.26 2.76
779833817 487.142 293.852 487.142 293.852 3.25 2.76
779833834 490.071 304.033 490.071 304.033 3.25 2.75
28-different12->S
29-different13 0
779835185 619.304 390.007 619.304 390.007 3.22 2.84
779835201 620.352 390.907 620.352 390.907 3.22 2.84
779835218 621.322 392.412 621.322 392.412 3.23 2.84
779835251 620.475 394.615 620.475 394.615 3.24 2.83
779835301 621.133 396.239 621.133 396.239 3.24 2.82
779835318 621.753 397.653 621.753 397.653 3.24 2.82
779835335 622.91 398.394 622.91 398.394 3.24 2.81
779835351 622.806 399.728 622.806 399.728 3.25 2.81
779835368 624.098 402.407 624.098 402.407 3.26 2.79
779835385 624.735 403.774 624.735 403.774 3.27 2.8
779835401 623.7 404.233 623.7 404.233 3.28 2.8
779835418 511.486 402.304 511.486 402.304 3.3 2.81
779835435 494.779 400.713 494.779 400.713 3.31 2.81
779835451 494.813 398.584 494.813 398.584 3.31 2.8
779835468 492.186 396.34 492.186 396.34 3.31 2.8
779835485 494.256 394.142 494.256 394.142 3.32 2.79
779835501 493.456 391.421 493.456 391.421 3.32 2.79
779835518 492.103 389.391 492.103 389.391 3.32 2.78
779835552 492.383 386.527 492.383 386.527 3.32 2.78
779835568 491.707 383.753 491.707 383.753 3.32 2.79
779835602 492.149 380.276 492.149 380.276 3.32 2.78
779835618 491.302 378.751 491.302 378.751 3.33 2.79
779835635 489.878 375.93 489.878 375.93 3.33 2.79
779835652 489.485 373.982 489.485 373.982 3.33 2.79
779835668 488.478 371.595 488.478 371.595 3.34 2.79
779835685 488.443 369.096 488.443 369.096 3.34 2.79
779835702 487.259 367.427 487.259 367.427 3.34 2.8
779835718 486.856 364.412 486.856 364.412 3.34 2.8
779835752 485.876 364.262 485.876 364.262 3.35 2.81
779835768 451.572 362.59 451.572 362.59 3.36 2.82
779835785 420.964 358.708 420.964 358.708 3.35 2.83
779835802 416.51 354.835 416.51 354.835 3.35 2.82
779835818 408.672 351.773 408.672 351.773 3.36 2.82
779835868 410.754 350.517 410.754 350.517 3.36 2.84
779835902 409.645 351.591 409.645 351.591 3.38 2.84
779835918 407.975 349.309 407.975 349.309 3.39 2.85
779835952 407.983 349.531 407.983 349.531 3.39 2.84
779835969 408.281 351.302 408.281 351.302 3.39 2.84
779835985 408.574 349.505 408.574 349.505 3.41 2.83
779836002 397.404 348.754 397.404 348.754 3.42 2.83
779836019 368.23 346.204 368.23 346.204 3.42 2.83
779836052 357.929 345.813 357.929 345.813 3.43 2.83
779836069 351.391 346.916 351.391 346.916 3.44 2.82
779836102 349.196 344.415 349.196 344.415 3.45 2.83
779836152 347.128 340.778 347.128 340.778 3.45 2.83
779836169 347.444 339.671 347.444 339.671 3.46 2.83
779836185 344.515 334.68 344.515 334.68 3.47 2.83
779836202 341.333 333.667 341.333 333.667 3.48 2.84
779836219 340.46 331.532 340.46 331.532 3.49 2.84
779836235 339.784 331.424 339.784 331.424 3.5 2.84
779836252 339.131 330.68 339.131 330.68 3.51 2.84
779836302 340.575 331.202 340.575 331.202 3.52 2.85
779836319 340.196 333.735 340.196 333.735 3.53 2.86
779836369 339.927 337.064 339.927 337.064 3.53 2.86
779836402 339.408 338.831 339.408 338.831 3.54 2.86
779836419 339.997 343.517 339.997 343.517 3.55 2.87
779836452 338.919 342.749 338.919 342.749 3.55 2.88
779836469 339.775 342.286 339.775 342.286 3.56 2.88
779836485 340.998 340.372 340.998 340.372 3.56 2.88
779836502 341.452 340.526 341.452 340.526 3.57 2.89
779836519 341.7 337.394 341.7 337.394 3.57 2.9
779836535 340.903 334.432 340.903 334.432 3.57 2.91
779836552 339.03 329.039 339.03 329.039 3.57 2.92
779836569 338.481 329.903 338.481 329.903 3.57 2.92
779836585 338.206 323.743 338.206 323.743 3.57 2.92
779836602 338.502 324.12 338.502 324.12 3.58 2.92
779836619 338.046 321.228 338.046 321.228 3.58 2.92
779836652 338.224 321.328 338.224 321.328 3.58 2.92
779836669 337.8 320.807 337.8 320.807 3.58 2.92
779836685 336.108 322.87 336.108 322.87 3.57 2.92
779836702 340.412 324.912 340.412 324.912 3.56 2.93
779836719 636.179 303.267 636.179 303.267 3.57 2.92
779836736 799.975 220.824 799.975 220.824 3.55 2.94
779836752 852.176 220.911 852.176 220.911 3.54 2.96
779836769 852.649 202.601 852.649 202.601 3.54 2.96
779836786 847.482 198.833 847.482 198.833 3.54 2.96
779836802 847.982 199.047 847.982 199.047 3.53 2.96
779836819 849.219 201.007 849.219 201.007 3.52 2.95
779836836 850.882 203.567 850.882 203.567 3.51 2.94
779836852 849.396 201.83 849.396 201.83 3.51 2.94
779836869 849.223 205.05 849.223 205.05 3.5 2.94
779836902 848.068 206.166 848.068 206.166 3.5 2.94
779836919 846.865 209.069 846.865 209.069 3.51 2.94
779836936 846.423 209.88 846.423 209.88 3.51 2.93
779836952 843.474 212.723 843.474 212.723 3.51 2.93
779836969 840.859 215.744 840.859 215.744 3.51 2.93
779837002 837.907 218.761 837.907 218.761 3.52 2.92
779837019 837.703 218.924 837.703 218.924 3.52 2.91
779837036 841.255 218.95 841.255 218.95 3.52 2.9
779837052 838.433 220.442 838.433 220.442 3.53 2.9
779837069 836.548 222.546 836.548 222.546 3.53 2.91
779837086 834.327 223.135 834.327 223.135 3.53 2.92
779837102 831.277 223.631 831.277 223.631 3.53 2.92
779837119 831.967 223.022 831.967 223.022 3.52 2.92
779837135 832.036 222 832.036 222 3.52 2.92
779837152 834.338 220.248 834.338 220.248 3.52 2.92
779837169 835.409 218.744 835.409 218.744 3.52 2.93
779837202 868.053 216.518 868.053 216.518 3.53 2.93
779837219 852.806 212.327 852.806 212.327 3.53 2.94
779837269 865.521 204.439 865.521 204.439 3.53 2.95
779837286 876.393 206.415 876.393 206.415 3.53 2.96
779837302 872.495 199.275 872.495 199.275 3.53 2.96
779837319 873.531 200.646 873.531 200.646 3.53 2.96
779837336 877.15 197.114 877.15 197.114 3.53 2.96
779837352 877.585 197.704 877.585 197.704 3.53 2.96
779837369 880.908 196.411 880.908 196.411 3.53 2.96
779837386 881.71 195.21 881.71 195.21 3.53 2.96
779837402 882.753 195.005 882.753 195.005 3.53 2.95
779837419 881.713 195.735 881.713 195.735 3.53 2.95
779837436 882.245 198.218 882.245 198.218 3.53 2.94
779837452 882.169 200.176 882.169 200.176 3.53 2.94
779837469 880.828 202.486 880.828 202.486 3.53 2.94
779837486 881.241 204.009 881.241 204.009 3.52 2.93
779837519 880.669 206.769 880.669 206.769 3.53 2.93
779837552 879.667 207.994 879.667 207.994 3.52 2.94
779837569 878.329 209.928 878.329 209.928 3.52 2.95
779837586 877.103 211.652 877.103 211.652 3.53 2.95
779837602 877.432 213.459 877.432 213.459 3.53 2.96
779837619 878.584 214.396 878.584 214.396 3.54 2.96
779837636 877.436 214.45 877.436 214.45 3.55 2.97
779837652 877.97 213.698 877.97 213.698 3.56 2.97
779837669 878.154 214.241 878.154 214.241 3.56 2.98
779837686 878.094 213.639 878.094 213.639 3.58 2.99
779837719 877.869 213.358 877.869 213.358 3.59 2.99
779837736 878.148 212.625 878.148 212.625 3.59 3
779837769 810.129 215.931 810.129 215.931 3.59 3.01
779837786 597.51 227.384 597.51 227.384 3.6 3
779837802 430.096 322.599 430.096 322.599 3.61 2.99
779837819 433.991 321.935 433.991 321.935 3.62 2.99
779837836 427.608 329.363 427.608 329.363 3.63 2.99
779837853 423.507 330.578 423.507 330.578 3.64 2.99
29-different13 1
779838820 508.552 351.044 508.552 351.044 3.5 2.99
779838836 509.051 352.659 509.051 352.659 3.51 2.99
779838853 510.356 354.282 510.356 354.282 3.51 3
779838886 509.588 355.064 509.588 355.064 3.52 3
779838903 509.483 356.398 509.483 356.398 3.52 3.01
779838920 509.454 358.224 509.454 358.224 3.53 3
779838936 509.123 360.499 509.123 360.499 3.54 2.99
779838970 506.595 359.936 506.595 359.936 3.55 2.99
779838986 506.108 357.91 506.108 357.91 3.57 2.99
779839003 505.364 355.193 505.364 355.193 3.58 2.99
779839020 504.229 353.98 504.229 353.98 3.6 3
779839036 504.057 350.987 504.057 350.987 3.61 2.99
779839053 503.125 345.201 503.125 345.201 3.63 2.99
779839070 599.625 346.716 599.625 346.716 3.65 3
779839086 655.494 347.375 655.494 347.375 3.65 3.01
779839136 660.908 346.196 660.908 346.196 3.67 3.02
779839153 658.986 343.682 658.986 343.682 3.67 3.02
779839186 654.338 341.583 654.338 341.583 3.67 3.01
779839203 520.589 286.056 520.589 286.056 3.67 3.02
779839220 488.145 164.702 488.145 164.702 3.68 3.02
779839236 463.378 169.02 463.378 169.02 3.67 3.01
779839253 450.46 166.213 450.46 166.213 3.67 3
779839270 445.108 167.001 445.108 167.001 3.67 2.99
779839286 446.726 169.48 446.726 169.48 3.68 2.98
779839303 447.083 168.33 447.083 168.33 3.67 2.98
779839320 445.093 169.505 445.093 169.505 3.67 2.98
779839337 447.086 170.517 447.086 170.517 3.66 2.98
779839353 446.4 168.016 446.4 168.016 3.66 2.98
779839370 447.177 167.197 447.177 167.197 3.65 2.98
779839387 449.275 165.875 449.275 165.875 3.64 2.98
779839403 447.605 166.35 447.605 166.35 3.63 2.98
779839437 448.638 164.997 448.638 164.997 3.62 2.98
779839470 447.857 166.503 447.857 166.503 3.62 2.98
779839487 447.998 166.215 447.998 166.215 3.61 2.98
779839503 446.462 164.821 446.462 164.821 3.61 2.98
779839520 445.188 164.729 445.188 164.729 3.61 2.97
779839537 444.437 162.408 444.437 162.408 3.61 2.97
779839553 443.888 159.436 443.888 159.436 3.61 2.97
779839570 440.525 159.706 440.525 159.706 3.62 2.96
779839587 438.05 157.399 438.05 157.399 3.62 2.96
779839603 435.897 155.533 435.897 155.533 3.63 2.96
779839620 434.058 154.403 434.058 154.403 3.63 2.97
779839637 431.524 151.451 431.524 151.451 3.63 2.97
779839653 430.333 149.055 430.333 149.055 3.64 2.97
779839687 429.389 146.782 429.389 146.782 3.64 2.97
779839737 699.865 214.743 699.865 214.743 0 2.98
779839753 696.847 220.829 696.847 220.829 0 2.99
779839770 698.037 235.127 698.037 235.127 0 2.99
779839787 703.596 239.06 703.596 239.06 0 3
779839803 702.025 238.035 702.025 238.035 0 2.99
779839820 701.536 244.126 701.536 244.126 0 2.98
779839837 705.492 248.829 705.492 248.829 0 2.97
779839853 706.246 257.809 706.246 257.809 0 2.97
779839870 709.332 258.534 709.332 258.534 0 2.96
779839887 711.197 263.037 711.197 263.037 0 2.96
779839903 707.396 262.433 707.396 262.433 0 2.96
779839920 848.059 273.322 848.059 273.322 3.63 2.96
779839938 877.071 355.127 877.071 355.127 3.62 2.96
779839953 892.616 353.805 892.616 353.805 3.61 2.95
779839970 896.632 367.82 896.632 367.82 3.6 2.96
779839987 897.881 377.277 897.881 377.277 3.58 2.97
779840004 894.994 384.863 894.994 384.863 3.58 2.96
779840020 897.998 388.85 897.998 388.85 3.57 2.95
779840037 899.221 389.614 899.221 389.614 3.56 2.95
779840087 902.778 386.912 902.778 386.912 3.54 2.95
779840104 903.373 384.41 903.373 384.41 3.53 2.95
779840120 902.153 379.595 902.153 379.595 3.52 2.96
779840137 904.634 377.98 904.634 377.98 3.52 2.96
779840154 905.743 376.088 905.743 376.088 3.52 2.97
779840170 905.94 373.593 905.94 373.593 3.52 2.97
779840187 905.045 371.872 905.045 371.872 3.52 2.97
779840204 905.751 367.168 905.751 367.168 3.51 2.98
779840220 906.454 365.205 906.454 365.205 3.5 2.99
779840237 906.637 362.286 906.637 362.286 3.49 2.99
779840254 906.525 358.789 906.525 358.789 3.49 2.99
779840270 905.413 356.71 905.413 356.71 3.48 2.99
779840287 905.449 354.379 905.449 354.379 3.47 3
779840320 905.937 354.066 905.937 354.066 3.46 3
779840337 904.965 353.023 904.965 353.023 3.46 3.01
779840354 904.263 352.227 904.263 352.227 3.44 3.01
779840387 903.227 351.864 903.227 351.864 3.44 3.01
779840404 903.729 350.829 903.729 350.829 3.44 3.01
779840420 903.733 350.357 903.733 350.357 3.44 3.01
779840437 903.718 349.446 903.718 349.446 3.43 3.01
779840454 901.96 348.599 901.96 348.599 3.43 3.02
779840470 852.848 347.694 852.848 347.694 3.44 3.01
779840487 786.625 344.118 786.625 344.118 3.45 3
779840504 759.548 326.631 759.548 326.631 3.45 2.98
779840554 750.982 333.949 750.982 333.949 3.44 2.98
29-different13->S
30-different14 0
779841921 604.282 340.028 604.282 340.028 3.17 2.68
779841955 602.232 342.022 602.232 342.022 3.16 2.69
779841988 601.805 341.328 601.805 341.328 3.16 2.68
779842005 603.144 344.015 603.144 344.015 3.16 2.68
779842038 603.403 344.805 603.403 344.805 3.16 2.69
779842055 604.215 346.095 604.215 346.095 3.17 2.69
779842071 604.134 346.871 604.134 346.871 3.17 2.7
779842105 601.516 347.704 601.516 347.704 3.17 2.71
779842121 602.643 347.079 602.643 347.079 3.17 2.72
779842138 602.531 345.221 602.531 345.221 3.17 2.73
779842155 599.141 345.056 599.141 345.056 3.17 2.73
779842171 462.391 344.251 462.391 344.251 3.18 2.72
779842205 466.786 350.481 466.786 350.481 0 2.71
779842221 466.152 349.582 466.152 349.582 0 2.71
779842238 463.448 349.488 463.448 349.488 0 2.72
779842255 463.284 348.214 463.284 348.214 3.18 2.72
779842288 462.378 343.914 462.378 343.914 3.19 2.73
779842305 461.892 342.201 461.892 342.201 3.2 2.73
779842321 462.139 341.114 462.139 341.114 3.21 2.74
779842355 460.363 335.237 460.363 335.237 3.22 2.74
779842371 459.583 335.606 459.583 335.606 3.23 2.74
779842388 457.902 333.281 457.902 333.281 3.25 2.75
779842405 456.826 333.137 456.826 333.137 3.26 2.75
779842421 456.251 330.935 456.251 330.935 3.27 2.75
779842438 455.422 329.278 455.422 329.278 3.28 2.75
779842455 454.58 328.017 454.58 328.017 3.28 2.75
779842471 453.92 326.851 453.92 326.851 3.29 2.75
779842488 453.42 326.792 453.42 326.792 3.29 2.74
779842521 495.192 326.07 495.192 326.07 3.29 2.74
779842555 558.319 299.26 558.319 299.26 3.28 2.73
779842588 559.519 296.126 559.519 296.126 3.28 2.73
779842605 565.431 298.725 565.431 298.725 3.29 2.74
779842622 564.269 289.87 564.269 289.87 3.29 2.74
779842638 564.417 290.219 564.417 290.219 3.29 2.74
779842655 564.761 287.389 564.761 287.389 3.29 2.75
779842672 565.693 285.835 565.693 285.835 3.29 2.75
779842688 565.356 283.928 565.356 283.928 3.28 2.76
779842705 564.653 282.11 564.653 282.11 3.27 2.75
779842722 565.653 282.997 565.653 282.997 3.26 2.75
779842755 597.294 279.935 597.294 279.935 3.26 2.75
779842772 653.132 282.729 653.132 282.729 3.27 2.75
779842822 661.673 284.523 661.673 284.523 3.28 2.75
779842838 656.388 285.635 656.388 285.635 3.29 2.76
779842855 653.273 285.735 653.273 285.735 3.29 2.76
779842872 652.532 283.752 652.532 283.752 3.28 2.76
779842907 648.395 280.884 648.395 280.884 3.28 2.76
779842922 589.23 286.159 589.23 286.159 3.28 2.76
779842938 439.71 317.43 439.71 317.43 3.28 2.74
779842956 425.366 338.509 425.366 338.509 3.27 2.75
779842972 420.428 349.883 420.428 349.883 3.27 2.74
779843005 421.358 349.674 421.358 349.674 3.27 2.73
779843022 421.28 359.256 421.28 359.256 3.28 2.73
779843072 421.612 359.291 421.612 359.291 3.27 2.73
779843088 422.147 357.009 422.147 357.009 3.27 2.72
779843105 419.925 358.155 419.925 358.155 3.27 2.72
779843122 419.268 355.737 419.268 355.737 3.27 2.73
779843138 421.216 356.051 421.216 356.051 3.26 2.73
779843155 421.411 357.45 421.411 357.45 3.28 2.73
779843172 420.649 358.624 420.649 358.624 3.28 2.73
779843188 421.028 362.801 421.028 362.801 3.27 2.74
779843205 422.034 364.118 422.034 364.118 3.28 2.74
779843222 422.28 365.118 422.28 365.118 3.29 2.74
779843238 422.601 365.409 422.601 365.409 3.29 2.75
779843255 423.143 364.913 423.143 364.913 3.29 2.75
779843272 422.748 366.282 422.748 366.282 3.29 2.75
779843288 422.305 365.643 422.305 365.643 3.29 2.75
779843305 390.935 366.44 390.935 366.44 3.29 2.75
779843322 398.755 365.384 398.755 365.384 3.29 2.76
779843338 399.37 363.641 399.37 363.641 3.28 2.75
779843372 398.751 359.813 398.751 359.813 3.28 2.76
779843388 398.981 358.172 398.981 358.172 3.28 2.75
779843422 393.225 357.143 393.225 357.143 3.29 2.76
779843438 387.963 355.728 387.963 355.728 3.28 2.77
779843455 385.624 354.028 385.624 354.028 3.28 2.77
779843472 384.089 353.047 384.089 353.047 3.27 2.78
779843488 380.817 351.894 380.817 351.894 3.27 2.79
779843505 379.738 350.989 379.738 350.989 3.26 2.79
779843522 380.08 350.703 380.08 350.703 3.26 2.8
779843538 379.52 350.866 379.52 350.866 3.26 2.8
779843555 378.423 351.601 378.423 351.601 3.25 2.79
779843572 377.587 353 377.587 353 3.26 2.78
779843622 378.434 353.914 378.434 353.914 3.26 2.77
779843638 378.846 355.095 378.846 355.095 3.26 2.76
779843655 402.7 353.565 402.7 353.565 3.26 2.76
779843672 618.321 342.928 618.321 342.928 3.25 2.77
779843705 848.777 260.624 848.777 260.624 3.23 2.79
779843722 857.626 253.076 857.626 253.076 3.24 2.8
779843738 861.664 247.782 861.664 247.782 3.24 2.81
779843755 865.205 249.112 865.205 249.112 3.25 2.82
779843772 865.996 243.755 865.996 243.755 3.25 2.81
779843789 864.555 235.061 864.555 235.061 3.25 2.81
779843805 864.532 233.776 864.532 233.776 3.25 2.81
779843822 867.069 229.042 867.069 229.042 3.24 2.8
779843839 866.468 227.119 866.468 227.119 3.23 2.8
779843855 867.718 227.148 867.718 227.148 3.23 2.79
779843872 863.818 226.53 863.818 226.53 3.23 2.79
779843889 866.009 224.935 866.009 224.935 3.23 2.8
779843905 865.766 222.75 865.766 222.75 3.23 2.8
779843922 865.156 225.247 865.156 225.247 3.24 2.81
779843955 865.413 223.527 865.413 223.527 3.23 2.81
779843972 835.903 225.445 835.903 225.445 3.21 2.8
779844022 737.065 226.567 737.065 226.567 3.33 2.8
779844039 945.989 228.687 945.989 228.687 0 2.78
779844072 858.399 224.911 858.399 224.911 3.3 2.77
779844089 863.211 220.01 863.211 220.01 3.27 2.76
779844105 864.576 219.534 864.576 219.534 3.25 2.76
779844122 865.394 221.354 865.394 221.354 3.23 2.76
779844139 863.438 219.668 863.438 219.668 3.22 2.75
779844172 868.891 212.717 868.891 212.717 3.2 2.75
779844189 869.408 211.043 869.408 211.043 3.19 2.74
779844205 868.778 205.775 868.778 205.775 3.18 2.74
779844222 867.526 199.517 867.526 199.517 3.16 2.72
779844255 869.532 196.382 869.532 196.382 3.15 2.71
779844272 870.998 195.286 870.998 195.286 3.14 2.71
779844289 873.655 192.798 873.655 192.798 3.14 2.71
779844305 874.743 191.243 874.743 191.243 3.13 2.72
779844322 875.041 187.145 875.041 187.145 3.12 2.72
779844339 877.671 185.378 877.671 185.378 3.12 2.72
779844355 876.849 180.46 876.849 180.46 3.11 2.72
779844372 875.635 180.354 875.635 180.354 3.11 2.72
779844389 875.611 179.648 875.611 179.648 3.12 2.72
779844405 875.397 179.25 875.397 179.25 3.12 2.71
779844422 876.149 179.714 876.149 179.714 3.12 2.7
30-different14 1
779845389 631.04 294.156 631.04 294.156 3.05 2.62
779845423 629.984 293.617 629.984 293.617 3.05 2.62
779845439 630.659 293.119 630.659 293.119 3.04 2.62
779845456 631.252 293.878 631.252 293.878 3.04 2.62
779845473 631.057 294.086 631.057 294.086 3.04 2.61
779845489 629.46 294.318 629.46 294.318 3.04 2.6
779845506 628.617 294.159 628.617 294.159 3.05 2.59
779845523 627.708 294.978 627.708 294.978 3.05 2.6
779845540 628.141 294.366 628.141 294.366 3.03 2.59
779845573 629.523 294.25 629.523 294.25 3.03 2.59
779845590 629.077 293.492 629.077 293.492 3.02 2.59
779845623 628.361 293.179 628.361 293.179 3.02 2.59
779845640 625.441 296.496 625.441 296.496 3.02 2.59
779845673 499.446 313.562 499.446 313.562 3.01 2.58
779845690 492.649 318.261 492.649 318.261 3.01 2.57
779845706 492.293 327.93 492.293 327.93 3.01 2.56
779845723 491.712 330.784 491.712 330.784 3.01 2.55
779845740 492.765 333.295 492.765 333.295 3.01 2.53
779845756 492.776 336.139 492.776 336.139 3.01 2.52
779845773 489.718 336.673 489.718 336.673 3.01 2.51
779845790 488.454 339.088 488.454 339.088 3.01 2.51
779845806 489.826 341.822 489.826 341.822 3.01 2.5
779845823 490.289 344.545 490.289 344.545 3.01 2.51
779845840 491.244 344.874 491.244 344.874 3.01 2.51
779845856 489.99 344.506 489.99 344.506 3.01 2.51
779845873 492.303 343.757 492.303 343.757 3.02 2.51
779845890 493.293 342.122 493.293 342.122 3.01 2.5
779845906 567.553 414.865 567.553 414.865 3 2.51
779845923 613.553 446.492 613.553 446.492 2.99 2.5
779845940 623.034 455.282 623.034 455.282 2.98 2.5
779845973 621.998 458.032 621.998 458.032 2.97 2.52
779845990 621.381 459.702 621.381 459.702 2.96 2.52
779846006 620.961 458.556 620.961 458.556 2.95 2.51
779846023 620.16 459.875 620.16 459.875 2.95 2.5
779846040 620.363 461.192 620.363 461.192 2.95 2.5
779846057 620.436 460.275 620.436 460.275 2.95 2.49
779846073 564.797 457.862 564.797 457.862 2.95 2.49
779846090 478.153 420.4 478.153 420.4 2.95 2.48
779846107 459.986 383.539 459.986 383.539 2.95 2.47
779846140 465.648 385.969 465.648 385.969 2.94 2.47
779846173 466.983 385.158 466.983 385.158 2.94 2.47
779846190 466.342 388.557 466.342 388.557 2.95 2.47
779846206 465.562 386.017 465.562 386.017 2.95 2.47
779846240 466.157 386.807 466.157 386.807 2.94 2.47
779846256 466.68 385.597 466.68 385.597 2.94 2.48
779846273 467.178 386.105 467.178 386.105 2.94 2.48
779846290 468.487 384.617 468.487 384.617 2.93 2.48
779846306 528.778 384.448 528.778 384.448 2.93 2.47
779846323 603.922 387.134 603.922 387.134 2.93 2.47
779846340 623.366 393.206 623.366 393.206 2.91 2.47
779846356 633.421 395.812 633.421 395.812 2.91 2.47
779846373 639.045 399.584 639.045 399.584 2.91 2.46
779846390 638.148 400.371 638.148 400.371 2.9 2.47
779846406 636.932 399.416 636.932 399.416 2.88 2.46
779846423 632.445 399.187 632.445 399.187 2.88 2.45
779846440 632.179 401.107 632.179 401.107 2.88 2.47
779846456 697.701 398.964 697.701 398.964 2.87 2.47
779846490 775.012 402.98 775.012 402.98 3.01 2.48
779846506 815.056 408.248 815.056 408.248 2.99 2.5
779846540 895.616 422.398 895.616 422.398 3 2.52
779846556 900.919 419.31 900.919 419.31 3.01 2.53
779846576 902.129 425.144 902.129 425.144 3.02 2.54
779846590 900.38 426.817 900.38 426.817 3.02 2.55
779846606 900.294 424.102 900.294 424.102 3.03 2.55
779846640 912.721 438.684 912.721 438.684 3.04 2.55
779846656 944.405 441.356 944.405 441.356 3 2.55
779846690 898.767 584.434 898.767 584.434 3.01 2.56
779846707 917.03 589.919 917.03 589.919 2.98 2.55
779846740 918.641 455.142 918.641 455.142 0 2.54
779846773 565.572 613.446 565.572 613.446 0 2.55
779846807 656.125 603.323 656.125 603.323 3.08 2.56
779846840 650.719 579.063 650.719 579.063 3.17 2.55
779846857 628.173 583.177 628.173 583.177 3.26 2.56
779846873 612.519 569.968 612.519 569.968 3.32 2.56
779846890 615.249 580.048 615.249 580.048 3.4 2.55
779846907 586.409 537.216 586.409 537.216 3.47 2.55
779846923 589.379 488.7 589.379 488.7 3.51 2.54
779846940 596.562 473.814 596.562 473.814 3.51 2.52
779846957 593.714 439.02 593.714 439.02 3.4 2.5
779847007 575.26 467.469 575.26 467.469 3.44 2.5
779847040 600.823 427.245 600.823 427.245 3.34 2.48
